,player,player_id,season,team,conference,ATT,COMPLETIONS,INT,PCT,TD,YDS,YPA
742,Casey Thompson,4362073.0,2020,Texas,Big 12,17,12,0,0.706,6,225,13.2
2447,John Mateer,4915980.0,2023,Washington State,Pac-12,17,13,1,0.765,2,225,13.2
1471,Dylan Morris,4569598.0,2023,Washington,Pac-12,14,9,1,0.643,1,224,16.0
1439,Drew Pyne,4429088.0,2021,Notre Dame,FBS Independents,30,15,0,0.5,2,224,7.5
2063,Jai'ave Magalei,4570292.0,2019,Louisiana,Sun Belt,28,20,0,0.714,1,224,8.0
1027,Connor White,3125432.0,2016,Texas State,Sun Belt,44,23,2,0.523,1,223,5.1
4581,Will Levis,4361418.0,2019,Penn State,Big Ten,47,28,2,0.596,2,223,4.7
2039,Jacob Zeno,4426417.0,2019,Baylor,Big 12,18,9,1,0.5,1,223,12.4
2618,Justin Holaday,5092306.0,2022,New Mexico,Mountain West,59,26,1,0.441,0,222,3.8
3089,Malcolm Perry,4039436.0,2018,Navy,American Athletic,24,9,1,0.375,2,222,9.3
3620,Phil Jurkovec,4372768.0,2019,Notre Dame,FBS Independents,15,12,0,0.8,2,222,14.8
816,Chase Cunningham,4291782.0,2019,Middle Tennessee,Conference USA,32,17,1,0.531,2,221,6.9
1511,Emory Jones,4360230.0,2020,Florida,SEC,32,18,1,0.563,2,221,6.9
1799,Henry Colombi,4259219.0,2019,Utah State,Mountain West,29,20,1,0.69,2,221,7.6
2786,Kendal Thompson,514737.0,2015,Utah,Pac-12,36,28,1,0.778,1,220,6.1
1606,Garrett Dzuro,4427118.0,2020,UMass,FBS Independents,36,15,2,0.417,0,220,6.1
911,Chubba Purdy,4430836.0,2020,Florida State,ACC,53,27,1,0.509,2,219,4.1
3926,Sean Clifford,4259592.0,2018,Penn State,Big Ten,7,5,0,0.714,2,219,31.3
1078,D.J. Mack Jr.,4243535.0,2019,UCF,American Athletic,30,19,1,0.633,4,219,7.3
373,Blake Barnett,3858944.0,2016,Alabama,SEC,19,11,0,0.579,2,219,11.5
2928,Kyron Drones,4678010.0,2022,Baylor,Big 12,23,14,1,0.609,1,219,9.5
2723,Kavika Johnson,3915879.0,2015,UTEP,Conference USA,53,27,0,0.509,3,218,4.1
1705,Grayson James,4567707.0,2023,Florida International,Conference USA,37,19,1,0.514,1,218,5.9
1524,Eric Najarian,4428091.0,2020,Maryland,Big Ten,23,12,0,0.522,2,218,9.5
472,Brandt Hughes,4570085.0,2019,New Mexico,Mountain West,29,12,0,0.414,0,218,7.5
3252,Max Bortenschlager,4036215.0,2020,Florida International,Conference USA,45,21,1,0.467,1,217,4.8
1313,Devin Brown,4695709.0,2023,Ohio State,Big Ten,28,16,1,0.571,2,217,7.8
985,Collin Schlee,4428439.0,2023,UCLA,Pac-12,47,25,2,0.532,2,217,4.6
893,Christian Alexander,3914306.0,2016,Florida International,Conference USA,34,20,0,0.588,4,216,6.4
3641,Preston Hutchinson,4244804.0,2021,Eastern Michigan,Mid-American,40,23,2,0.575,1,216,5.4
1922,JT Daniels,4374303.0,2019,USC,Pac-12,34,25,1,0.735,1,215,6.3
896,Christian Anderson,4258447.0,2020,Army,FBS Independents,47,20,4,0.426,1,215,4.6
3607,Peter Parrish,4427244.0,2021,Memphis,American Athletic,48,31,3,0.646,0,215,4.5
34,AJ Mayer,4363148.0,2022,Arkansas State,Sun Belt,39,19,1,0.487,2,214,5.5
4612,Woody Barrett,4362340.0,2019,Kent State,Mid-American,41,21,0,0.512,3,214,5.2
3490,Nick Nash,4570242.0,2020,San José State,Mountain West,34,20,2,0.588,2,213,6.3
2737,Kaymen Cureton,4241590.0,2017,Nevada,Mountain West,38,20,1,0.526,3,213,5.6
490,Braylon Braxton,4600403.0,2023,Tulsa,American Athletic,50,22,6,0.44,2,212,4.2
3709,Re-al Mitchell,4361735.0,2020,Temple,American Athletic,49,24,2,0.49,1,212,4.3
362,Billy Atkins,4877811.0,2022,James Madison,Sun Belt,43,19,5,0.442,2,212,4.9
1271,Deondre Francois,3921561.0,2017,Florida State,ACC,33,19,2,0.576,1,210,6.4
2907,Kyle Postma,553532.0,2016,Houston,American Athletic,46,29,2,0.63,0,210,4.6
3250,Max Bortenschlager,4036215.0,2016,Maryland,Big Ten,33,16,0,0.485,1,209,6.3
3677,Quinten Dormady,3886565.0,2015,Tennessee,SEC,22,13,0,0.591,1,209,9.5
1485,Eddie Printz,546197.0,2016,Texas State,Sun Belt,25,12,1,0.48,1,208,8.3
2814,Keon Howard,4050370.0,2019,Tulane,American Athletic,18,13,0,0.722,2,208,11.6
4130,Tanner Mordecai,4360271.0,2019,Oklahoma,Big 12,26,16,0,0.615,2,207,8.0
4264,Todd Centeio,4243276.0,2020,Colorado State,Mountain West,36,14,1,0.389,1,207,5.8
1212,Davis Beville,4428887.0,2021,Pittsburgh,ACC,22,17,1,0.773,1,207,9.4
2030,Jacob Huesman,4036427.0,2018,Appalachian State,Sun Belt,38,21,4,0.553,2,206,5.4
2894,Kyle Kearns,3919543.0,2016,Wake Forest,ACC,35,13,2,0.371,0,206,5.9
2825,Kevin Jennings,5084084.0,2022,SMU,American Athletic,22,17,0,0.773,1,205,9.3
3807,Ryan Brand,3945284.0,2017,Maryland,Big Ten,47,24,2,0.511,1,204,4.3
2436,John Franklin III,4035496.0,2016,Auburn,SEC,26,14,0,0.538,1,204,7.8
1181,Darrel Colbert Jr.,3128413.0,2015,SMU,American Athletic,21,15,0,0.714,1,203,9.7
1725,Gunnar Gundy,4874519.0,2023,Oklahoma State,Big 12,34,21,0,0.618,1,202,5.9
1557,Evan Svoboda,5082633.0,2023,Wyoming,Mountain West,38,23,1,0.605,0,200,5.3
1058,Cristian Solano,3914836.0,2018,Nevada,Mountain West,45,23,4,0.511,0,200,4.4
3520,Nick Tronti,4258236.0,2021,Florida Atlantic,Conference USA,36,19,1,0.528,0,200,5.6
4533,Victor Gabalis,4697625.0,2021,Washington State,Pac-12,36,17,0,0.472,2,199,5.5
4152,Tate Whatley,4362942.0,2019,Southern Mississippi,Conference USA,29,12,2,0.414,0,199,6.9
1971,Jack Milas,546005.0,2016,Ball State,Mid-American,38,20,2,0.526,1,199,5.2
868,Chris Ferguson,4034303.0,2020,Liberty,FBS Independents,37,19,0,0.514,4,197,5.3
2656,KJ Jefferson,4567149.0,2019,Arkansas,SEC,31,14,1,0.452,0,197,6.4
2824,Kevin Hurley,4875689.0,2023,UTEP,Conference USA,22,10,0,0.455,2,196,8.9
1743,Gus Ragland,3125968.0,2015,Miami (OH),Mid-American,29,20,0,0.69,3,196,6.8
3990,Shawqui Itraish,4683983.0,2022,Rice,Conference USA,41,22,4,0.537,0,196,4.8
511,Brennan Armstrong,4370775.0,2019,Virginia,ACC,20,15,2,0.75,1,196,9.8
3436,Nate Yarnell,4683182.0,2022,Pittsburgh,ACC,14,10,0,0.714,1,195,13.9
1600,Garret Lewis,3916282.0,2017,Navy,American Athletic,23,10,2,0.435,2,195,8.5
482,Brayden Fowler-Nicolosi,4833597.0,2022,Colorado State,Mountain West,37,17,2,0.459,1,194,5.2
1963,Jack Colletto,4360705.0,2018,Oregon State,Pac-12,46,22,3,0.478,0,194,4.2
1821,Hunter Dekkers,4565358.0,2021,Iowa State,Big 12,36,20,1,0.556,2,193,5.4
3564,Parker Adamson,552862.0,2016,Southern Mississippi,Conference USA,39,19,0,0.487,1,193,4.9
3254,Max Brown,4875125.0,2023,Florida,SEC,28,19,1,0.679,0,192,6.9
3581,Patrick O'Brien,4034857.0,2017,Nebraska,Big Ten,30,18,1,0.6,0,192,6.4
4690,Zander Diamont,3128254.0,2016,Indiana,Big Ten,15,9,1,0.6,1,192,12.8
3027,Luke Altmyer,4597679.0,2021,Ole Miss,SEC,37,20,2,0.541,1,192,5.2
3712,Reggie Bonnafon,3116642.0,2015,Louisville,ACC,24,14,1,0.583,2,192,8.0
2563,Josh Adkins,4241635.0,2021,UT San Antonio,Conference USA,33,18,0,0.545,2,192,5.8
4251,Tj McMahon,4362896.0,2021,Rice,Conference USA,20,12,1,0.6,2,191,9.6
2902,Kyle McCord,4433971.0,2022,Ohio State,Big Ten,20,16,0,0.8,1,190,9.5
3828,Ryan Graham,3126013.0,2017,Northern Illinois,Mid-American,38,15,1,0.395,2,190,5.0
1572,Frank Gore Jr.,4429805.0,2021,Southern Mississippi,Conference USA,16,10,1,0.625,4,189,11.8
996,Conner Cramer,3068222.0,2016,New Mexico State,Sun Belt,39,17,3,0.436,2,188,4.8
4268,Tom Flacco,3916725.0,2015,Western Michigan,Mid-American,12,10,0,0.833,1,188,15.7
3019,Lucas Johnson,4037293.0,2019,Georgia Tech,ACC,37,21,1,0.568,1,187,5.1
2687,Kaiya Sheron,4682688.0,2022,Kentucky,SEC,29,17,1,0.586,2,187,6.4
983,Collin Schlee,4428439.0,2021,Kent State,Mid-American,23,16,0,0.696,1,187,8.1
1659,Gerry Bohannon,4362915.0,2019,Baylor,Big 12,36,17,0,0.472,2,187,5.2
4423,Tylan Morton,4570512.0,2019,South Alabama,Sun Belt,24,10,2,0.417,1,186,7.8
3612,Peyton Derrick,4240999.0,2018,Appalachian State,Sun Belt,22,13,2,0.591,2,186,8.5
341,Ben Gulbranson,4431114.0,2023,Oregon State,Pac-12,28,17,1,0.607,1,186,6.6
3986,Shawn Robinson,4241784.0,2020,Missouri,SEC,29,20,0,0.69,1,185,6.4
3573,Parker Navarro,4610131.0,2023,Ohio,Mid-American,26,18,1,0.692,3,185,7.1
4309,Trace McSorley,3116172.0,2015,Penn State,Big Ten,40,20,0,0.5,2,185,4.6
3669,Quincy Patterson II,4361959.0,2023,Temple,American Athletic,48,20,3,0.417,0,184,3.8
3984,Shawn Robinson,4241784.0,2017,TCU,Big 12,27,13,0,0.481,3,184,6.8
1340,Dexter Williams II,4565355.0,2022,Indiana,Big Ten,38,13,2,0.342,2,184,4.8
3020,Lucas Johnson,4037293.0,2020,San Diego State,Mountain West,24,14,0,0.583,1,184,7.7
1028,Conor Blount,4042803.0,2016,Oregon State,Pac-12,35,19,2,0.543,0,183,5.2
637,Cade Fortin,4361573.0,2021,South Florida,American Athletic,48,25,2,0.521,0,183,3.8
634,Cade Fennegan,4610570.0,2020,Boise State,Mountain West,28,15,1,0.536,2,182,6.5
3394,Myles Brennan,4242210.0,2017,LSU,SEC,24,14,2,0.583,1,182,7.6
2052,Jacurri Brown,4685291.0,2023,Miami,ACC,31,20,1,0.645,1,181,5.8
3914,Sawyer Smith,4039901.0,2016,Troy,Sun Belt,25,18,1,0.72,1,181,7.2
2133,Jalen Kitna,4565187.0,2022,Florida,SEC,14,10,0,0.714,1,181,12.9
644,Cade McNamara,4427455.0,2022,Michigan,Big Ten,25,14,1,0.56,1,180,7.2
1689,Grant Loy,4046743.0,2018,Bowling Green,Mid-American,12,7,1,0.583,2,180,15.0
1974,Jack Miller III,4685091.0,2022,Florida,SEC,22,13,0,0.591,0,180,8.2
993,Coltin Gerhart,3128784.0,2017,New Mexico,Mountain West,29,17,2,0.586,1,180,6.2
2047,Jacolby Criswell,4429463.0,2021,North Carolina,ACC,21,13,0,0.619,1,179,8.5
1928,JT Shrout,4369839.0,2019,Tennessee,SEC,27,13,0,0.481,1,179,6.6
3760,Robbie Kelley,4045002.0,2017,Akron,Mid-American,26,12,0,0.462,2,179,6.9
1573,Frank Gore Jr.,4429805.0,2022,Southern Mississippi,Sun Belt,14,7,0,0.5,3,179,12.8
768,Chance Lovertich,4685975.0,2021,Mississippi State,SEC,18,13,0,0.722,1,179,9.9
4408,Ty Simpson,4685522.0,2023,Alabama,SEC,20,11,0,0.55,0,179,9.0
951,Cole Freeman,4875352.0,2022,Northwestern,Big Ten,45,22,5,0.489,0,178,4.0
1139,Dan Villari,4608858.0,2023,Syracuse,ACC,33,23,2,0.697,1,177,5.4
2859,Kirk Johnson Jr.,4040680.0,2016,UT San Antonio,Conference USA,29,14,1,0.483,2,177,6.1
3500,Nick Schuessler,537012.0,2015,Clemson,ACC,23,13,1,0.565,0,177,7.7
4259,Tobias Oliver,4240482.0,2019,Georgia Tech,ACC,26,11,2,0.423,0,177,6.8
4049,Steven Bench,539215.0,2015,South Florida,American Athletic,22,14,1,0.636,2,177,8.0
917,Clay Holgorsen,3126207.0,2015,Memphis,American Athletic,20,14,1,0.7,1,177,8.9
72,Ahmad Haston,4870757.0,2023,UMass,FBS Independents,17,11,1,0.647,2,176,10.4
1450,Dustin Crum,4244068.0,2018,Kent State,Mid-American,27,16,0,0.593,2,176,6.5
1993,Jack Turner,5092781.0,2022,Louisiana Tech,Conference USA,29,16,2,0.552,1,176,6.1
2256,Jason Bean,4360900.0,2019,North Texas,Conference USA,35,22,3,0.629,3,176,5.0
2120,Jalan McClendon,3116715.0,2016,NC State,ACC,30,16,4,0.533,1,176,5.9
723,Carson Beck,4430841.0,2021,Georgia,SEC,23,10,2,0.435,2,176,7.7
4522,Tyrrell Pigrome,4036210.0,2017,Maryland,Big Ten,12,9,1,0.75,2,175,14.6
3972,Shane Illingworth,4429070.0,2023,Nevada,Mountain West,27,15,1,0.556,0,175,6.5
623,CJ Montes,4710001.0,2022,New Mexico,Mountain West,51,27,1,0.529,0,174,3.4
3245,Maurice Alexander,3914307.0,2017,Florida International,Conference USA,39,18,2,0.462,0,174,4.5
3531,Noah Kim,4690158.0,2022,Michigan State,Big Ten,19,14,0,0.737,3,174,9.2
2788,Kendall Hinton,3700815.0,2016,Wake Forest,ACC,19,11,1,0.579,0,174,9.2
2184,James Knapke,531801.0,2015,Bowling Green,Mid-American,20,14,0,0.7,1,173,8.7
2448,John O'Korn,545550.0,2016,Michigan,Big Ten,34,20,0,0.588,2,173,5.1
2396,Joe Fagnano,4429582.0,2023,Connecticut,FBS Independents,35,18,1,0.514,0,173,4.9
117,Alex Padilla,4428186.0,2022,Iowa,Big Ten,43,21,2,0.488,1,173,4.0
2730,Kaylan Wiggins,4244648.0,2019,Florida International,Conference USA,27,15,0,0.556,0,172,6.4
720,Carson Baker,4361497.0,2019,San Diego State,Mountain West,24,19,0,0.792,1,172,7.2
1603,Garret Rangel,4685521.0,2023,Oklahoma State,Big 12,32,17,1,0.531,2,172,5.4
3794,Ross Comis,3125927.0,2015,UMass,Mid-American,21,15,0,0.714,2,171,8.1
1034,Cooper Legas,4430033.0,2021,Utah State,Mountain West,20,11,1,0.55,2,171,8.6
2178,James Foster,4372517.0,2022,Charlotte,Conference USA,28,12,1,0.429,2,170,6.1
2860,Kirk Rygol,4271335.0,2019,South Florida,American Athletic,24,12,0,0.5,2,170,7.1
3509,Nick Starkel,4035225.0,2018,Texas A&M,SEC,22,15,0,0.682,1,169,7.7
4090,TJ Green,3915966.0,2018,Northwestern,Big Ten,34,20,1,0.588,0,169,5.0
3236,Matthew Downing,4379400.0,2020,TCU,Big 12,30,17,1,0.567,1,169,5.6
1106,Dakereon Joyner,4362852.0,2019,South Carolina,SEC,28,16,0,0.571,0,168,6.0
2480,Johnathan Lewis,4259302.0,2017,Rutgers,Big Ten,38,14,4,0.368,2,167,4.4
4258,Tobias Oliver,4240482.0,2018,Georgia Tech,ACC,16,7,0,0.438,2,167,10.4
471,Brandon Wimbush,3932451.0,2019,UCF,American Athletic,24,13,0,0.542,2,167,7.0
1726,Gunnar Hoak,4035051.0,2018,Kentucky,SEC,26,13,1,0.5,2,167,6.4
4689,Zander Diamont,3128254.0,2015,Indiana,Big Ten,31,15,0,0.484,0,166,5.4
2621,Justin Ibieta,4685040.0,2021,Tulane,American Athletic,22,13,2,0.591,2,166,7.5
4580,Will Koch,4431207.0,2020,UMass,FBS Independents,40,24,1,0.6,1,166,4.2
563,Brock Vandagriff,4432782.0,2023,Georgia,SEC,18,12,0,0.667,2,165,9.2
2990,Logan Bonner,4036473.0,2018,Arkansas State,Sun Belt,32,15,1,0.469,1,165,5.2
2674,Kai Horton,4708067.0,2022,Tulane,American Athletic,23,13,0,0.565,3,165,7.2
864,Chris Carter,3916793.0,2016,Army,FBS Independents,20,8,1,0.4,2,165,8.3
1496,Elijah Sindelar,3791146.0,2016,Purdue,Big Ten,32,14,3,0.438,0,165,5.2
1024,Connor Mitch,548142.0,2015,South Carolina,SEC,29,13,0,0.448,1,165,5.7
185,Anthony Brown,4035312.0,2020,Oregon,Pac-12,23,15,0,0.652,2,164,7.1
1544,Evan Marshman,4244861.0,2018,Rice,Conference USA,31,17,1,0.548,0,164,5.3
2385,Jiya Wright,4895117.0,2021,Louisiana Monroe,Sun Belt,20,10,2,0.5,2,164,8.2
273,Austin Kendall,4037642.0,2020,West Virginia,Big 12,23,11,0,0.478,2,164,7.1
481,Braxton Woodson,5158343.0,2023,Navy,American Athletic,40,17,1,0.425,1,163,4.1
4315,Trae Hall,4374062.0,2019,New Mexico,Mountain West,28,15,2,0.536,4,162,5.8
1703,Grayson James,4567707.0,2021,Florida International,Conference USA,27,18,0,0.667,1,162,6.0
820,Chase Forrest,3127204.0,2015,California,Pac-12,18,10,1,0.556,1,162,9.0
2913,Kyle Trask,4034946.0,2018,Florida,SEC,22,14,0,0.636,1,162,7.4
2638,Justin Tomlin,4361375.0,2019,Georgia Southern,Sun Belt,26,12,0,0.462,0,162,6.2
1688,Grant Loy,4046743.0,2017,Bowling Green,Mid-American,16,9,2,0.563,0,161,10.1
2634,Justin Rogers,4362431.0,2020,UNLV,Mountain West,22,14,0,0.636,1,161,7.3
1864,Isaiah Chavez,4695616.0,2021,New Mexico,Mountain West,24,17,1,0.708,2,161,6.7
1729,Gunnar Holmberg,4360403.0,2020,Duke,ACC,25,18,2,0.72,0,161,6.4
1233,De'Andre Johnson,4243787.0,2018,Florida Atlantic,Conference USA,23,13,1,0.565,2,161,7.0
2639,Justin Tomlin,4361375.0,2020,Georgia Southern,Sun Belt,25,11,3,0.44,0,161,6.4
3497,Nick Patti,4373314.0,2021,Pittsburgh,ACC,19,14,0,0.737,0,161,8.5
1390,Dontreal Pruitt,3125460.0,2015,Troy,Sun Belt,31,20,2,0.645,0,160,5.2
1107,Dakereon Joyner,4362852.0,2021,South Carolina,SEC,9,9,0,1.0,1,160,17.8
849,Chayce Crouch,3115912.0,2015,Illinois,Big Ten,34,15,1,0.441,2,160,4.7
2357,Jensen Jones,4708478.0,2023,Air Force,Mountain West,15,5,1,0.333,0,160,10.7
2897,Kyle Kempt,552119.0,2018,Iowa State,Big 12,31,21,1,0.677,0,160,5.2
3362,Miller Moss,4431580.0,2022,USC,Pac-12,14,12,0,0.857,1,159,11.4
1568,Ford Childress,534491.0,2015,Fresno State,Mountain West,34,19,2,0.559,2,159,4.7
4285,Tommy Stevens,3791110.0,2017,Penn State,Big Ten,27,14,0,0.519,3,158,5.9
533,Brett Kean,3923382.0,2019,Charlotte,Conference USA,25,13,3,0.52,2,157,6.3
4305,Tra'Von Chapman,546646.0,2015,Akron,Mid-American,35,10,1,0.286,1,157,4.5
1327,Devin Powell,532173.0,2015,Tulane,American Athletic,36,16,0,0.444,1,157,4.4
2353,Jemel Jones,4577305.0,2020,Army,FBS Independents,19,9,2,0.474,2,156,8.2
589,Bryce Young,4685720.0,2020,Alabama,SEC,22,13,0,0.591,1,156,7.1
3194,Matt Davis,532113.0,2016,SMU,American Athletic,17,8,1,0.471,2,155,9.1
1570,Foster Sawyer,3116417.0,2015,TCU,Big 12,27,11,3,0.407,2,155,5.7
268,Austin Hergott,4039264.0,2018,Central Michigan,Mid-American,45,19,2,0.422,1,155,3.4
3188,Matt Alviti,546734.0,2017,Northwestern,Big Ten,22,11,0,0.5,1,155,7.0
1559,Faton Bauta,530931.0,2015,Georgia,SEC,33,15,4,0.455,0,154,4.7
2226,Jaren Lewis,4427797.0,2021,Kansas State,Big 12,23,12,2,0.522,1,154,6.7
2003,Jack West,4360738.0,2020,Stanford,Pac-12,19,13,0,0.684,0,154,8.1
1014,Connor Blumrick,4240901.0,2021,Virginia Tech,ACC,31,16,0,0.516,2,152,4.9
2431,John Busha,5151904.0,2023,Air Force,Mountain West,19,9,1,0.474,0,152,8.0
4585,Will McBride,4242441.0,2017,Tennessee,SEC,40,17,2,0.425,1,152,3.8
1428,Drew Lisk,4048096.0,2020,Utah,Pac-12,26,15,0,0.577,0,152,5.8
3909,Santino Marucci,4570743.0,2023,Wake Forest,ACC,21,12,2,0.571,1,151,7.2
1397,Doug Brumfield,4429516.0,2020,UNLV,Mountain West,21,9,0,0.429,0,151,7.2
2863,Knox Kadum,4429950.0,2021,Virginia Tech,ACC,24,12,1,0.5,0,151,6.3
163,Andrew Marty,4242268.0,2019,Northwestern,Big Ten,22,14,2,0.636,2,150,6.8
3589,Paul Tyson,4567102.0,2021,Alabama,SEC,16,10,0,0.625,0,150,9.4
319,Beau Pribula,4685696.0,2023,Penn State,Big Ten,21,11,0,0.524,4,149,7.1
3919,Sean Atkins,4571563.0,2023,South Florida,American Athletic,4,4,0,1.0,1,149,37.3
3518,Nick Tronti,4258236.0,2019,Florida Atlantic,Conference USA,21,16,1,0.762,2,148,7.0
4170,Taylor Cornelius,3122424.0,2017,Oklahoma State,Big 12,10,6,0,0.6,0,148,14.8
1742,Gunner Stockton,4685578.0,2023,Georgia,SEC,19,12,1,0.632,2,148,7.8
3678,Quinten Dormady,3886565.0,2016,Tennessee,SEC,17,11,0,0.647,0,148,8.7
3340,Mike Schmidt,4264188.0,2019,Air Force,Mountain West,6,5,0,0.833,1,147,24.5
2087,Jake Garcia,4432703.0,2021,Miami,ACC,14,11,0,0.786,2,147,10.5
1536,Ethan Hampton,4618083.0,2023,Northern Illinois,Mid-American,33,19,2,0.576,2,147,4.5
913,Chubba Purdy,4430836.0,2022,Nebraska,Big Ten,47,22,3,0.468,0,147,3.1
3168,Marvin Washington,4239141.0,2018,Connecticut,American Athletic,24,9,3,0.375,1,147,6.1
3696,Rafe Peavey,559630.0,2018,Florida Atlantic,Conference USA,34,20,2,0.588,0,147,4.3
1610,Garrett Greene,4429847.0,2021,West Virginia,Big 12,26,16,0,0.615,0,147,5.7
3038,Luke Doty,4429079.0,2022,South Carolina,SEC,14,10,2,0.714,2,146,10.4
2627,Justin Lynch,4683282.0,2022,Northern Illinois,Mid-American,28,13,0,0.464,0,146,5.2
2300,Jayden Clemons,4426939.0,2022,Wyoming,Mountain West,29,12,3,0.414,1,145,5.0
1554,Evan Simon,4431387.0,2021,Rutgers,Big Ten,28,16,1,0.571,0,145,5.2
4125,Tanner McGee,4427954.0,2020,South Alabama,Sun Belt,8,6,0,0.75,2,145,18.1
3763,Robby Ashford,4697512.0,2023,Auburn,SEC,27,14,2,0.519,2,145,5.4
790,Chandler Morris,4692530.0,2022,TCU,Big 12,27,18,0,0.667,1,145,5.4
1956,Jack Allison,4037449.0,2019,West Virginia,Big 12,26,19,2,0.731,1,144,5.5
4472,Tyler Shough,4360689.0,2019,Oregon,Pac-12,15,12,0,0.8,3,144,9.6
1299,Desmond Trotter,4373851.0,2022,South Alabama,Sun Belt,20,15,0,0.75,0,144,7.2
1008,Connor Bazelak,4426444.0,2019,Missouri,SEC,21,15,0,0.714,0,144,6.9
1663,Giles Pooler,4880252.0,2022,Colorado State,Mountain West,32,11,1,0.344,0,144,4.5
335,Ben Finley,4431091.0,2020,NC State,ACC,20,13,2,0.65,1,143,7.2
2049,Jacolby Criswell,4429463.0,2023,Arkansas,SEC,27,17,0,0.63,3,143,5.3
1482,Eddie Lee Marburger,4683012.0,2021,UT San Antonio,Conference USA,8,4,0,0.5,1,143,17.9
2690,Kaleb Barker,4039910.0,2017,Troy,Sun Belt,13,8,0,0.615,1,143,11.0
270,Austin Kendall,4037642.0,2016,Oklahoma,Big 12,22,16,0,0.727,2,143,6.5
3431,Nate Romine,554528.0,2015,Air Force,Mountain West,18,7,1,0.389,2,143,7.9
2002,Jack West,4360738.0,2019,Stanford,Pac-12,32,15,0,0.469,0,143,4.5
4458,Tyler Macon,4682565.0,2021,Missouri,SEC,17,9,0,0.529,1,143,8.4
2072,Jake Bentley,4038809.0,2019,South Carolina,SEC,30,16,2,0.533,1,142,4.7
1470,Dylan Morris,4569598.0,2022,Washington,Pac-12,16,9,1,0.563,1,142,8.9
3049,Luke McCaffrey,4426948.0,2019,Nebraska,Big Ten,12,9,0,0.75,2,142,11.8
4616,Xavier Arline,4686167.0,2021,Navy,American Athletic,18,7,0,0.389,1,142,7.9
4262,Todd Centeio,4243276.0,2018,Temple,American Athletic,17,11,0,0.647,2,141,8.3
387,Blake LaRussa,3914543.0,2016,Old Dominion,Conference USA,24,14,1,0.583,0,140,5.8
532,Brett Kean,3923382.0,2018,South Florida,American Athletic,34,15,0,0.441,1,140,4.1
3000,Logan Holgorsen,4567476.0,2019,Houston,American Athletic,19,9,1,0.474,1,139,7.3
447,Brandon Harris,559751.0,2016,LSU,SEC,25,13,2,0.52,1,139,5.6
2423,Joey Labas,4683291.0,2022,Iowa,Big Ten,24,14,0,0.583,1,139,5.8
3894,Sam Leavitt,5078810.0,2023,Michigan State,Big Ten,23,15,2,0.652,2,139,6.0
2507,Jontre Kirklin,4242209.0,2021,LSU,SEC,11,7,2,0.636,3,138,12.5
3035,Luke Del Rio,546362.0,2017,Florida,SEC,25,16,1,0.64,1,138,5.5
2622,Justin Ibieta,4685040.0,2022,Tulane,American Athletic,16,13,0,0.813,0,138,8.6
3831,Ryan Higgins,531316.0,2015,Louisiana Tech,Conference USA,25,15,3,0.6,1,138,5.5
22,- Thmpsn-Robinson,4394325.0,2018,UCLA,Pac-12,35,17,0,0.486,1,138,3.9
3494,Nick Patti,531755.0,2016,UCF,American Athletic,23,12,0,0.522,0,137,6.0
2285,Jaxon Dailey,4826635.0,2023,Arkansas State,Sun Belt,33,17,0,0.515,0,137,4.2
841,Chase Wolf,4372559.0,2022,Wisconsin,Big Ten,32,18,1,0.563,1,137,4.3
316,Beau Hoge,3932345.0,2015,BYU,FBS Independents,17,10,1,0.588,1,137,8.1
253,Austin Aune,4360163.0,2019,North Texas,Conference USA,5,4,0,0.8,1,136,27.2
2004,Jack West,4360738.0,2021,Stanford,Pac-12,30,20,3,0.667,0,135,4.5
895,Christian Anderson,4258447.0,2019,Army,FBS Independents,23,7,0,0.304,1,135,5.9
1176,Darius Ocean,4605866.0,2022,Western Kentucky,Conference USA,12,7,1,0.583,2,135,11.3
638,Cade Fortin,4361573.0,2022,Arkansas,SEC,29,14,0,0.483,1,135,4.7
2905,Kyle Pohl,514617.0,2015,Akron,Mid-American,27,11,0,0.407,0,135,5.0
2354,Jemel Jones,4577305.0,2021,Army,FBS Independents,13,7,1,0.538,1,135,10.4
4167,Taylor Alie,551351.0,2017,Oregon,Pac-12,27,19,1,0.704,0,134,5.0
397,Blaze Berlowitz,5121691.0,2023,New Mexico State,Conference USA,19,10,1,0.526,1,134,7.1
2949,Laquon Treadwell,550014.0,2015,Ole Miss,SEC,3,3,0,1.0,1,134,44.7
4175,Taylor Powell,4241193.0,2018,Missouri,SEC,14,6,0,0.429,0,134,9.6
4461,Tyler O'Connor,535578.0,2015,Michigan State,Big Ten,24,13,1,0.542,2,133,5.5
3433,Nate Romine,554528.0,2017,Air Force,Mountain West,15,9,1,0.6,0,133,8.9
3489,Nick Nash,4570242.0,2019,San José State,Mountain West,17,12,0,0.706,2,133,7.8
4643,Zach Calzada,4426847.0,2019,Texas A&M,SEC,24,12,1,0.5,2,133,5.5
1759,Hank Brown,5089314.0,2023,Auburn,SEC,9,7,0,0.778,0,132,14.7
2014,Jackson Tyner,3916383.0,2018,Rice,Conference USA,20,9,1,0.45,0,132,6.6
4359,Trey Anderson,519055.0,2015,Florida International,Conference USA,20,5,0,0.25,1,132,6.6
2452,John Paddock,4361636.0,2021,Ball State,Mid-American,26,18,1,0.692,0,132,5.1
3073,Maasai Maynor,4568526.0,2022,Navy,American Athletic,14,7,0,0.5,1,132,9.4
